"","month","pct","bnf_code","bnf_name","quantity"
"26",2019-01-01,"99M","1001030U0AAABAB","Methotrexate 2.5mg tablets",10579
"27",2019-01-01,"06L","1001030U0AAACAC","Methotrexate 10mg tablets",26
"28",2019-01-01,"NDA","1001030U0AAABAB","Methotrexate 2.5mg tablets",1334
"29",2019-01-01,"AAX","1001030U0AAABAB","Methotrexate 2.5mg tablets",120
"30",2019-01-01,"RXH","1001030U0AAABAB","Methotrexate 2.5mg tablets",424
"31",2019-01-01,"06H","1001030U0AAABAB","Methotrexate 2.5mg tablets",73523
"32",2019-01-01,"09A","1001030U0AAACAC","Methotrexate 10mg tablets",303
"33",2019-01-01,"02T","1001030U0AAABAB","Methotrexate 2.5mg tablets",14133
"34",2019-01-01,"15C","1001030U0AAABAB","Methotrexate 2.5mg tablets",74880
"35",2019-01-01,"02A","1001030U0AAABAB","Methotrexate 2.5mg tablets",12323
"36",2019-01-01,"99E","1001030U0AAABAB","Methotrexate 2.5mg tablets",19518
"37",2019-01-01,"08V","1001030U0AAABAB","Methotrexate 2.5mg tablets",8464
"38",2019-01-01,"04C","1001030U0AAABAB","Methotrexate 2.5mg tablets",27587
"39",2019-01-01,"36L","1001030U0AAACAC","Methotrexate 10mg tablets",858
"40",2019-01-01,"91Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",151702
"41",2019-01-01,"05G","1001030U0AAABAB","Methotrexate 2.5mg tablets",20775
"42",2019-01-01,"15A","1001030U0AAACAC","Methotrexate 10mg tablets",1112
"43",2019-01-01,"NMG","1001030U0AAABAB","Methotrexate 2.5mg tablets",40
"44",2019-01-01,"00V","1001030U0AAABAB","Methotrexate 2.5mg tablets",10239
"45",2019-01-01,"15M","1001030U0AAACAC","Methotrexate 10mg tablets",102
"46",2019-01-01,"08E","1001030U0AAACAC","Methotrexate 10mg tablets",172
"47",2019-01-01,"01J","1001030U0AAABAB","Methotrexate 2.5mg tablets",10901
"48",2019-01-01,"52R","1001030U0AAABAB","Methotrexate 2.5mg tablets",85380
"49",2019-01-01,"03W","1001030U0AAABAB","Methotrexate 2.5mg tablets",26771
"50",2019-01-01,"06F","1001030U0AAACAC","Methotrexate 10mg tablets",76
"51",2019-01-01,"00Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",18558
"52",2019-01-01,"36J","1001030U0AAABAB","Methotrexate 2.5mg tablets",36786
"53",2019-01-01,"93C","1001030U0AAABAB","Methotrexate 2.5mg tablets",41563
"54",2019-01-01,"84H","1001030U0AAABAB","Methotrexate 2.5mg tablets",39352
"55",2019-01-01,"00L","1001030U0AAACAC","Methotrexate 10mg tablets",16
"56",2019-01-01,"05N","1001030U0AAACAC","Methotrexate 10mg tablets",130
"57",2019-01-01,"71E","1001030U0AAACAC","Methotrexate 10mg tablets",329
"58",2019-01-01,"07L","1001030U0AAACAC","Methotrexate 10mg tablets",137
"59",2019-01-01,"13T","1001030U0AAACAC","Methotrexate 10mg tablets",12
"60",2019-01-01,"NYG","1001030U0AAACAC","Methotrexate 10mg tablets",16
"61",2019-01-01,"06K","1001030U0AAACAC","Methotrexate 10mg tablets",292
"62",2019-01-01,"10L","1001030U0AAABAB","Methotrexate 2.5mg tablets",12723
"63",2019-01-01,"10X","1001030U0AAACAC","Methotrexate 10mg tablets",72
"64",2019-01-01,"13T","1001030U0AAABAB","Methotrexate 2.5mg tablets",41818
"65",2019-01-01,"92G","1001030U0AAABAB","Methotrexate 2.5mg tablets",87754
"66",2019-01-01,"RY2","1001030U0AAABAB","Methotrexate 2.5mg tablets",450
"67",2019-01-01,"06N","1001030U0AAACAC","Methotrexate 10mg tablets",208
"68",2019-01-01,"10K","1001030U0AAACAC","Methotrexate 10mg tablets",24
"69",2019-01-01,"15N","1001030U0AAABAB","Methotrexate 2.5mg tablets",123904
"70",2019-01-01,"01G","1001030U0AAACAC","Methotrexate 10mg tablets",64
"71",2019-01-01,"78H","1001030U0AAABAB","Methotrexate 2.5mg tablets",57246
"72",2019-01-01,"99F","1001030U0AAABAB","Methotrexate 2.5mg tablets",17970
"73",2019-01-01,"07H","1001030U0AAABAB","Methotrexate 2.5mg tablets",21840
"74",2019-01-01,"00P","1001030U0AAABAB","Methotrexate 2.5mg tablets",15867
"75",2019-01-01,"NHT","1001030U0AAABAB","Methotrexate 2.5mg tablets",526
"76",2019-01-01,"09D","1001030U0AAACAC","Methotrexate 10mg tablets",28
"77",2019-01-01,"03A","1001030U0AAABAB","Methotrexate 2.5mg tablets",15930
"78",2019-01-01,"04V","1001030U0AAABAB","Methotrexate 2.5mg tablets",28776
"79",2019-01-01,"RY4","1001030U0AAABAB","Methotrexate 2.5mg tablets",32
"80",2019-01-01,"01F","1001030U0AAABAB","Methotrexate 2.5mg tablets",10216
"81",2019-01-01,"07K","1001030U0AAACAC","Methotrexate 10mg tablets",98
"82",2019-01-01,"10C","1001030U0AAACAC","Methotrexate 10mg tablets",8
"83",2019-01-01,"26A","1001030U0AAABAB","Methotrexate 2.5mg tablets",87692
"84",2019-01-01,"04Y","1001030U0AAACAC","Methotrexate 10mg tablets",204
"85",2019-01-01,"16C","1001030U0AAACAC","Methotrexate 10mg tablets",20
"86",2019-01-01,"01H","1001030U0AAACAC","Methotrexate 10mg tablets",332
"87",2019-01-01,"06F","1001030U0AAABAB","Methotrexate 2.5mg tablets",36922
"88",2019-01-01,"99A","1001030U0AAABAB","Methotrexate 2.5mg tablets",27472
"89",2019-01-01,"08W","1001030U0AAACAC","Methotrexate 10mg tablets",675
"90",2019-01-01,"NQ7","1001030U0AAACAC","Methotrexate 10mg tablets",28
"91",2019-01-01,"26A","1001030U0AAACAC","Methotrexate 10mg tablets",8
"92",2019-01-01,"05D","1001030U0AAABAB","Methotrexate 2.5mg tablets",4822
"93",2019-01-01,"78H","1001030U0AAACAC","Methotrexate 10mg tablets",2094
"94",2019-01-01,"14L","1001030U0AAABAB","Methotrexate 2.5mg tablets",19933
"95",2019-01-01,"RJ7","1001030U0AAABAB","Methotrexate 2.5mg tablets",162
"96",2019-01-01,"00X","1001030U0AAABAB","Methotrexate 2.5mg tablets",10572
"97",2019-01-01,"NMG","1001030U0AAACAC","Methotrexate 10mg tablets",8
"98",2019-01-01,"07Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",14146
"99",2019-01-01,"09D","1001030U0AAABAB","Methotrexate 2.5mg tablets",15115
"100",2019-01-01,"08Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",5927
"101",2019-01-01,"04F","1001030U0AAABAB","Methotrexate 2.5mg tablets",13418
"102",2019-01-01,"14Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",33427
"103",2019-01-01,"15D","1001030U0AAABAB","Methotrexate 2.5mg tablets",18886
"104",2019-01-01,"07T","1001030U0AAACAC","Methotrexate 10mg tablets",44
"105",2019-01-01,"09A","1001030U0AAABAB","Methotrexate 2.5mg tablets",4047
"106",2019-01-01,"08Y","1001030U0AAACAC","Methotrexate 10mg tablets",68
"107",2019-01-01,"00P","1001030U0AAACAC","Methotrexate 10mg tablets",32
"108",2019-01-01,"08V","1001030U0AAACAC","Methotrexate 10mg tablets",102
"109",2019-01-01,"06K","1001030U0AAABAB","Methotrexate 2.5mg tablets",43236
"110",2019-01-01,"02E","1001030U0AAACAC","Methotrexate 10mg tablets",16
"111",2019-01-01,"02X","1001030U0AAABAB","Methotrexate 2.5mg tablets",28555
"112",2019-01-01,"06N","1001030U0AAABAB","Methotrexate 2.5mg tablets",44845
"113",2019-01-01,"15F","1001030U0AAABAB","Methotrexate 2.5mg tablets",62695
"114",2019-01-01,"07G","1001030U0AAABAB","Methotrexate 2.5mg tablets",10807
"115",2019-01-01,"05H","1001030U0AAABAB","Methotrexate 2.5mg tablets",7007
"116",2019-01-01,"07K","1001030U0AAABAB","Methotrexate 2.5mg tablets",20077
"117",2019-01-01,"08G","1001030U0AAABAB","Methotrexate 2.5mg tablets",16170
"118",2019-01-01,"02M","1001030U0AAABAB","Methotrexate 2.5mg tablets",16956
"119",2019-01-01,"10J","1001030U0AAACAC","Methotrexate 10mg tablets",88
"120",2019-01-01,"08M","1001030U0AAACAC","Methotrexate 10mg tablets",144
"121",2019-01-01,"NYG","1001030U0AAABAB","Methotrexate 2.5mg tablets",3856
"122",2019-01-01,"02T","1001030U0AAACAC","Methotrexate 10mg tablets",35
"123",2019-01-01,"RY2","1001030U0AAACAC","Methotrexate 10mg tablets",48
"124",2019-01-01,"01E","1001030U0AAABAB","Methotrexate 2.5mg tablets",11561
"125",2019-01-01,"07P","1001030U0AAACAC","Methotrexate 10mg tablets",294
"126",2019-01-01,"03Q","1001030U0AAACAC","Methotrexate 10mg tablets",28
"127",2019-01-01,"52R","1001030U0AAACAC","Methotrexate 10mg tablets",120
"128",2019-01-01,"08N","1001030U0AAABAB","Methotrexate 2.5mg tablets",15336
"129",2019-01-01,"01K","1001030U0AAACAC","Methotrexate 10mg tablets",18
"130",2019-01-01,"14Y","1001030U0AAACAC","Methotrexate 10mg tablets",1237
"131",2019-01-01,"15C","1001030U0AAACAC","Methotrexate 10mg tablets",246
"132",2019-01-01,"R1D","1001030U0AAACAC","Methotrexate 10mg tablets",16
"133",2019-01-01,"15D","1001030U0AAACAC","Methotrexate 10mg tablets",381
"134",2019-01-01,"05W","1001030U0AAACAC","Methotrexate 10mg tablets",40
"135",2019-01-01,"99A","1001030U0AAACAC","Methotrexate 10mg tablets",4
"136",2019-01-01,"02P","1001030U0AAABAB","Methotrexate 2.5mg tablets",16576
"137",2019-01-01,"RL4","1001030U0AAABAB","Methotrexate 2.5mg tablets",877
"138",2019-01-01,"06T","1001030U0AAABAB","Methotrexate 2.5mg tablets",26211
"139",2019-01-01,"01A","1001030U0AAABAB","Methotrexate 2.5mg tablets",19526
"140",2019-01-01,"12F","1001030U0AAABAB","Methotrexate 2.5mg tablets",29875
"141",2019-01-01,"01T","1001030U0AAABAB","Methotrexate 2.5mg tablets",12890
"142",2019-01-01,"00Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",8150
"143",2019-01-01,"03L","1001030U0AAABAB","Methotrexate 2.5mg tablets",25011
"144",2019-01-01,"07P","1001030U0AAABAB","Methotrexate 2.5mg tablets",10758
"145",2019-01-01,"05L","1001030U0AAABAB","Methotrexate 2.5mg tablets",28402
"146",2019-01-01,"15N","1001030U0AAACAC","Methotrexate 10mg tablets",16
"147",2019-01-01,"92A","1001030U0AAABAB","Methotrexate 2.5mg tablets",80480
"148",2019-01-01,"15M","1001030U0AAABAB","Methotrexate 2.5mg tablets",71574
"149",2019-01-01,"00T","1001030U0AAABAB","Methotrexate 2.5mg tablets",17063
"150",2019-01-01,"05Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",14494
"151",2019-01-01,"36L","1001030U0AAABAB","Methotrexate 2.5mg tablets",66660
"152",2019-01-01,"99C","1001030U0AAABAB","Methotrexate 2.5mg tablets",11087
"153",2019-01-01,"RCD","1001030U0AAABAB","Methotrexate 2.5mg tablets",228
"154",2019-01-01,"08M","1001030U0AAABAB","Methotrexate 2.5mg tablets",8312
"155",2019-01-01,"14L","1001030U0AAACAC","Methotrexate 10mg tablets",8
"156",2019-01-01,"01D","1001030U0AAACAC","Methotrexate 10mg tablets",88
"157",2019-01-01,"06Q","1001030U0AAACAC","Methotrexate 10mg tablets",45
"158",2019-01-01,"05D","1001030U0AAACAC","Methotrexate 10mg tablets",8
"159",2019-01-01,"99G","1001030U0AAACAC","Methotrexate 10mg tablets",256
"160",2019-01-01,"00L","1001030U0AAABAB","Methotrexate 2.5mg tablets",29049
"161",2019-01-01,"00R","1001030U0AAABAB","Methotrexate 2.5mg tablets",16451
"162",2019-01-01,"84H","1001030U0AAACAC","Methotrexate 10mg tablets",4
"163",2019-01-01,"36J","1001030U0AAACAC","Methotrexate 10mg tablets",60
"164",2019-01-01,"NCN","1001030U0AAABAB","Methotrexate 2.5mg tablets",32
"165",2019-01-01,"ACH","1001030U0AAABAB","Methotrexate 2.5mg tablets",28
"166",2019-01-01,"04Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",8804
"167",2019-01-01,"NVE","1001030U0AAABAB","Methotrexate 2.5mg tablets",8
"168",2019-01-01,"00R","1001030U0AAACAC","Methotrexate 10mg tablets",102
"169",2019-01-01,"03J","1001030U0AAABAB","Methotrexate 2.5mg tablets",18653
"170",2019-01-01,"99M","1001030U0AAACAC","Methotrexate 10mg tablets",336
"171",2019-01-01,"10V","1001030U0AAACAC","Methotrexate 10mg tablets",88
"172",2019-01-01,"05G","1001030U0AAACAC","Methotrexate 10mg tablets",4
"173",2019-01-01,"07L","1001030U0AAABAB","Methotrexate 2.5mg tablets",9415
"174",2019-01-01,"15E","1001030U0AAABAB","Methotrexate 2.5mg tablets",58314
"175",2019-01-01,"05V","1001030U0AAACAC","Methotrexate 10mg tablets",51
"176",2019-01-01,"07Y","1001030U0AAACAC","Methotrexate 10mg tablets",823
"177",2019-01-01,"08F","1001030U0AAACAC","Methotrexate 10mg tablets",70
"178",2019-01-01,"03N","1001030U0AAABAB","Methotrexate 2.5mg tablets",48909
"179",2019-01-01,"10R","1001030U0AAACAC","Methotrexate 10mg tablets",20
"180",2019-01-01,"06P","1001030U0AAACAC","Methotrexate 10mg tablets",16
"181",2019-01-01,"06T","1001030U0AAACAC","Methotrexate 10mg tablets",76
"182",2019-01-01,"05A","1001030U0AAACAC","Methotrexate 10mg tablets",24
"183",2019-01-01,"01E","1001030U0AAACAC","Methotrexate 10mg tablets",20
"184",2019-01-01,"03J","1001030U0AAACAC","Methotrexate 10mg tablets",48
"185",2019-01-01,"15E","1001030U0AAACAC","Methotrexate 10mg tablets",694
"186",2019-01-01,"04C","1001030U0AAACAC","Methotrexate 10mg tablets",568
"187",2019-01-01,"02P","1001030U0AAACAC","Methotrexate 10mg tablets",16
"188",2019-01-01,"07H","1001030U0AAACAC","Methotrexate 10mg tablets",282
"189",2019-01-01,"10J","1001030U0AAABAB","Methotrexate 2.5mg tablets",15783
"190",2019-01-01,"04V","1001030U0AAACAC","Methotrexate 10mg tablets",468
"191",2019-01-01,"99E","1001030U0AAACAC","Methotrexate 10mg tablets",44
"192",2019-01-01,"NLF","1001030U0AAABAB","Methotrexate 2.5mg tablets",762
"193",2019-01-01,"04F","1001030U0AAACAC","Methotrexate 10mg tablets",1365
"194",2019-01-01,"16C","1001030U0AAABAB","Methotrexate 2.5mg tablets",39762
"195",2019-01-01,"08F","1001030U0AAABAB","Methotrexate 2.5mg tablets",14607
"196",2019-01-01,"07T","1001030U0AAABAB","Methotrexate 2.5mg tablets",7293
"197",2019-01-01,"07G","1001030U0AAACAC","Methotrexate 10mg tablets",48
"198",2019-01-01,"RJ7","1001030U0AAACAC","Methotrexate 10mg tablets",24
"199",2019-01-01,"03R","1001030U0AAACAC","Methotrexate 10mg tablets",74
"200",2019-01-01,"11N","1001030U0AAACAC","Methotrexate 10mg tablets",16
"201",2019-01-01,"05C","1001030U0AAACAC","Methotrexate 10mg tablets",60
"202",2019-01-01,"10Q","1001030U0AAACAC","Methotrexate 10mg tablets",16
"203",2019-01-01,"10K","1001030U0AAABAB","Methotrexate 2.5mg tablets",17731
"204",2019-01-01,"01D","1001030U0AAABAB","Methotrexate 2.5mg tablets",12697
"205",2019-01-01,"05X","1001030U0AAABAB","Methotrexate 2.5mg tablets",13962
"206",2019-01-01,"93C","1001030U0AAACAC","Methotrexate 10mg tablets",1535
"207",2019-01-01,"R1D","1001030U0AAABAB","Methotrexate 2.5mg tablets",718
"208",2019-01-01,"03N","1001030U0AAACAC","Methotrexate 10mg tablets",12
"209",2019-01-01,"08C","1001030U0AAACAC","Methotrexate 10mg tablets",81
"210",2019-01-01,"RRF","1001030U0AAABAB","Methotrexate 2.5mg tablets",24
"211",2019-01-01,"06L","1001030U0AAABAB","Methotrexate 2.5mg tablets",27334
"212",2019-01-01,"01W","1001030U0AAABAB","Methotrexate 2.5mg tablets",16702
"213",2019-01-01,"72Q","1001030U0AAACAC","Methotrexate 10mg tablets",2505
"214",2019-01-01,"01V","1001030U0AAABAB","Methotrexate 2.5mg tablets",9237
"215",2019-01-01,"10Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",63743
"216",2019-01-01,"03L","1001030U0AAACAC","Methotrexate 10mg tablets",20
"217",2019-01-01,"10R","1001030U0AAABAB","Methotrexate 2.5mg tablets",15380
"218",2019-01-01,"11A","1001030U0AAABAB","Methotrexate 2.5mg tablets",46880
"219",2019-01-01,"03H","1001030U0AAABAB","Methotrexate 2.5mg tablets",12316
"220",2019-01-01,"03W","1001030U0AAACAC","Methotrexate 10mg tablets",342
"221",2019-01-01,"08C","1001030U0AAABAB","Methotrexate 2.5mg tablets",4829
"222",2019-01-01,"02Y","1001030U0AAACAC","Methotrexate 10mg tablets",28
"223",2019-01-01,"03K","1001030U0AAABAB","Methotrexate 2.5mg tablets",15488
"224",2019-01-01,"NVC","1001030U0AAABAB","Methotrexate 2.5mg tablets",60
"225",2019-01-01,"06Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",27564
"226",2019-01-01,"05R","1001030U0AAACAC","Methotrexate 10mg tablets",16
"227",2019-01-01,"42D","1001030U0AAACAC","Methotrexate 10mg tablets",233
"228",2019-01-01,"RAJ","1001030U0AAABAB","Methotrexate 2.5mg tablets",76
"229",2019-01-01,"27D","1001030U0AAABAB","Methotrexate 2.5mg tablets",73452
"230",2019-01-01,"05H","1001030U0AAACAC","Methotrexate 10mg tablets",16
"231",2019-01-01,"00T","1001030U0AAACAC","Methotrexate 10mg tablets",24
"232",2019-01-01,"02E","1001030U0AAABAB","Methotrexate 2.5mg tablets",15532
"233",2019-01-01,"10X","1001030U0AAABAB","Methotrexate 2.5mg tablets",16321
"234",2019-01-01,"03R","1001030U0AAABAB","Methotrexate 2.5mg tablets",40282
"235",2019-01-01,"11J","1001030U0AAACAC","Methotrexate 10mg tablets",80
"236",2019-01-01,"01K","1001030U0AAABAB","Methotrexate 2.5mg tablets",24342
"237",2019-01-01,"RWX","1001030U0AAABAB","Methotrexate 2.5mg tablets",8
"238",2019-01-01,"92G","1001030U0AAACAC","Methotrexate 10mg tablets",192
"239",2019-01-01,"15A","1001030U0AAABAB","Methotrexate 2.5mg tablets",50314
"240",2019-01-01,"12F","1001030U0AAACAC","Methotrexate 10mg tablets",8
"241",2019-01-01,"11X","1001030U0AAABAB","Methotrexate 2.5mg tablets",53294
"242",2019-01-01,"91Q","1001030U0AAACAC","Methotrexate 10mg tablets",3564
"243",2019-01-01,"08N","1001030U0AAACAC","Methotrexate 10mg tablets",268
"244",2019-01-01,"11A","1001030U0AAACAC","Methotrexate 10mg tablets",212
"245",2019-01-01,"RL4","1001030U0AAACAC","Methotrexate 10mg tablets",28
"246",2019-01-01,"02Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",29861
"247",2019-01-01,"00V","1001030U0AAACAC","Methotrexate 10mg tablets",8
"248",2019-01-01,"99F","1001030U0AAACAC","Methotrexate 10mg tablets",92
"249",2019-01-01,"08G","1001030U0AAACAC","Methotrexate 10mg tablets",787
"250",2019-01-01,"06A","1001030U0AAACAC","Methotrexate 10mg tablets",156
"251",2019-01-01,"70F","1001030U0AAACAC","Methotrexate 10mg tablets",85
"252",2019-01-01,"05N","1001030U0AAABAB","Methotrexate 2.5mg tablets",25237
"253",2019-01-01,"10C","1001030U0AAABAB","Methotrexate 2.5mg tablets",4810
"254",2019-01-01,"11M","1001030U0AAACAC","Methotrexate 10mg tablets",184
"255",2019-01-01,"01X","1001030U0AAABAB","Methotrexate 2.5mg tablets",13628
"256",2019-01-01,"11N","1001030U0AAABAB","Methotrexate 2.5mg tablets",49387
"257",2019-01-01,"02M","1001030U0AAACAC","Methotrexate 10mg tablets",12
"258",2019-01-01,"03F","1001030U0AAACAC","Methotrexate 10mg tablets",100
"259",2019-01-01,"01W","1001030U0AAACAC","Methotrexate 10mg tablets",28
"260",2019-01-01,"05A","1001030U0AAABAB","Methotrexate 2.5mg tablets",22351
"261",2019-01-01,"06A","1001030U0AAABAB","Methotrexate 2.5mg tablets",14105
"262",2019-01-01,"02G","1001030U0AAABAB","Methotrexate 2.5mg tablets",6591
"263",2019-01-01,"05W","1001030U0AAABAB","Methotrexate 2.5mg tablets",21970
"264",2019-01-01,"72Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",66573
"265",2019-01-01,"08W","1001030U0AAABAB","Methotrexate 2.5mg tablets",11993
"266",2019-01-01,"02H","1001030U0AAACAC","Methotrexate 10mg tablets",46
"267",2019-01-01,"42D","1001030U0AAABAB","Methotrexate 2.5mg tablets",41128
"268",2019-01-01,"97R","1001030U0AAACAC","Methotrexate 10mg tablets",1030
"269",2019-01-01,"05Q","1001030U0AAACAC","Methotrexate 10mg tablets",112
"270",2019-01-01,"05C","1001030U0AAABAB","Methotrexate 2.5mg tablets",25693
"271",2019-01-01,"NQ7","1001030U0AAABAB","Methotrexate 2.5mg tablets",64
"272",2019-01-01,"01H","1001030U0AAABAB","Methotrexate 2.5mg tablets",30995
"273",2019-01-01,"11X","1001030U0AAACAC","Methotrexate 10mg tablets",32
"274",2019-01-01,"06H","1001030U0AAACAC","Methotrexate 10mg tablets",52
"275",2019-01-01,"92A","1001030U0AAACAC","Methotrexate 10mg tablets",286
"276",2019-01-01,"02H","1001030U0AAABAB","Methotrexate 2.5mg tablets",18298
"277",2019-01-01,"99G","1001030U0AAABAB","Methotrexate 2.5mg tablets",13467
"278",2019-01-01,"08E","1001030U0AAABAB","Methotrexate 2.5mg tablets",10267
"279",2019-01-01,"02X","1001030U0AAACAC","Methotrexate 10mg tablets",16
"280",2019-01-01,"71E","1001030U0AAABAB","Methotrexate 2.5mg tablets",53347
"281",2019-01-01,"00N","1001030U0AAABAB","Methotrexate 2.5mg tablets",9820
"282",2019-01-01,"05Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",12644
"283",2019-02-01,"10X","1001030U0AAABAB","Methotrexate 2.5mg tablets",14695
"284",2019-02-01,"42D","1001030U0AAACAC","Methotrexate 10mg tablets",272
"285",2019-02-01,"36L","1001030U0AAACAC","Methotrexate 10mg tablets",616
"286",2019-02-01,"08G","1001030U0AAACAC","Methotrexate 10mg tablets",644
"287",2019-02-01,"05L","1001030U0AAACAC","Methotrexate 10mg tablets",76
"288",2019-02-01,"05D","1001030U0AAACAC","Methotrexate 10mg tablets",8
"289",2019-02-01,"70F","1001030U0AAABAB","Methotrexate 2.5mg tablets",65584
"290",2019-02-01,"08V","1001030U0AAACAC","Methotrexate 10mg tablets",88
"291",2019-02-01,"01J","1001030U0AAABAB","Methotrexate 2.5mg tablets",10032
"292",2019-02-01,"11A","1001030U0AAABAB","Methotrexate 2.5mg tablets",44455
"293",2019-02-01,"01T","1001030U0AAABAB","Methotrexate 2.5mg tablets",11378
"294",2019-02-01,"08G","1001030U0AAABAB","Methotrexate 2.5mg tablets",14362
"295",2019-02-01,"00V","1001030U0AAACAC","Methotrexate 10mg tablets",36
"296",2019-02-01,"05X","1001030U0AAABAB","Methotrexate 2.5mg tablets",13445
"297",2019-02-01,"15A","1001030U0AAACAC","Methotrexate 10mg tablets",890
"298",2019-02-01,"08C","1001030U0AAACAC","Methotrexate 10mg tablets",110
"299",2019-02-01,"01A","1001030U0AAABAB","Methotrexate 2.5mg tablets",18188
"300",2019-02-01,"05A","1001030U0AAACAC","Methotrexate 10mg tablets",8
"301",2019-02-01,"11J","1001030U0AAACAC","Methotrexate 10mg tablets",8
"302",2019-02-01,"03F","1001030U0AAABAB","Methotrexate 2.5mg tablets",20640
"303",2019-02-01,"02X","1001030U0AAACAC","Methotrexate 10mg tablets",54
"304",2019-02-01,"02Y","1001030U0AAACAC","Methotrexate 10mg tablets",32
"305",2019-02-01,"08N","1001030U0AAACAC","Methotrexate 10mg tablets",191
"306",2019-02-01,"06H","1001030U0AAABAB","Methotrexate 2.5mg tablets",68384
"307",2019-02-01,"27D","1001030U0AAABAB","Methotrexate 2.5mg tablets",67862
"308",2019-02-01,"03L","1001030U0AAACAC","Methotrexate 10mg tablets",20
"309",2019-02-01,"42D","1001030U0AAABAB","Methotrexate 2.5mg tablets",37998
"310",2019-02-01,"15D","1001030U0AAABAB","Methotrexate 2.5mg tablets",17422
"311",2019-02-01,"07G","1001030U0AAACAC","Methotrexate 10mg tablets",16
"312",2019-02-01,"91Q","1001030U0AAABAB","Methotrexate 2.5mg tablets",136960
"313",2019-02-01,"05W","1001030U0AAABAB","Methotrexate 2.5mg tablets",18904
"314",2019-02-01,"NNF","1001030U0AAABAB","Methotrexate 2.5mg tablets",32
"315",2019-02-01,"71E","1001030U0AAACAC","Methotrexate 10mg tablets",321
"316",2019-02-01,"05Y","1001030U0AAABAB","Methotrexate 2.5mg tablets",13599
"317",2019-02-01,"06Q","1001030U0AAACAC","Methotrexate 10mg tablets",8
"318",2019-02-01,"NWE","1001030U0AAABAB","Methotrexate 2.5mg tablets",56
"319",2019-02-01,"03R","1001030U0AAABAB","Methotrexate 2.5mg tablets",35749
"320",2019-02-01,"DR3","1001030U0AAABAB","Methotrexate 2.5mg tablets",24
"321",2019-02-01,"10C","1001030U0AAACAC","Methotrexate 10mg tablets",20
"322",2019-02-01,"07G","1001030U0AAABAB","Methotrexate 2.5mg tablets",10611
"323",2019-02-01,"14L","1001030U0AAACAC","Methotrexate 10mg tablets",28
"324",2019-02-01,"03N","1001030U0AAACAC","Methotrexate 10mg tablets",16
"325",2019-02-01,"15M","1001030U0AAACAC","Methotrexate 10mg tablets",92
