year_month,ods_code,vmp_snomed_code,vmp_product_name,total_quantity
2019-01-01,RWY,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,80.0
2019-01-01,RX1,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,50.0
2019-01-01,RXC,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,160.0
2019-01-01,RXF,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,110.0
2019-01-01,RXH,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RXK,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,28.0
2019-01-01,RXP,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,370.0
2019-01-01,RXQ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,20.0
2019-01-01,RXR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,RYJ,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,70.0
2019-01-01,RYR,16101911000001101,Tocilizumab 200mg/10ml solution for infusion vials,30.0
2019-01-01,R1F,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,R1H,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,400.0
2019-01-01,R1K,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,400.0
2019-01-01,RA2,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RA3,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,260.0
2019-01-01,RA4,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,260.0
2019-01-01,RA9,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,RAE,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,620.0
2019-01-01,RAJ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,560.0
2019-01-01,RAL,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,580.0
2019-01-01,RBA,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,RBD,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RBK,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,380.0
2019-01-01,RBL,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,85.0
2019-01-01,RBN,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,340.0
2019-01-01,RBS,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,100.0
2019-01-01,RBT,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,215.5
2019-01-01,RBZ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,60.0
2019-01-01,RC9,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,256.0
2019-01-01,RCB,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,308.0
2019-01-01,RCD,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,60.0
2019-01-01,RCF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,40.0
2019-01-01,RCU,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,260.0
2019-01-01,RCX,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,80.0
2019-01-01,RD1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,400.0
2019-01-01,RD3,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,200.0
2019-01-01,RD8,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,20.0
2019-01-01,RDD,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RDE,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,60.0
2019-01-01,RDR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,120.0
2019-01-01,RDU,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,RDZ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,300.0
2019-01-01,REF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,REM,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,780.0
2019-01-01,REN,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,120.0
2019-01-01,RET,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,40.0
2019-01-01,RF4,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,280.0
2019-01-01,RFF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,200.0
2019-01-01,RFS,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,359.0
2019-01-01,RGN,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,420.0
2019-01-01,RGP,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,320.0
2019-01-01,RGQ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RGR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,RGT,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,380.0
2019-01-01,RH8,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,220.0
2019-01-01,RHQ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,740.0
2019-01-01,RHU,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1300.0
2019-01-01,RHW,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1260.0
2019-01-01,RJ1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,320.0
2019-01-01,RJ2,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,200.0
2019-01-01,RJ6,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,400.0
2019-01-01,RJ7,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,180.0
2019-01-01,RJE,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,20.0
2019-01-01,RJF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,111.5
2019-01-01,RJL,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,640.0
2019-01-01,RJN,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,40.0
2019-01-01,RJZ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,640.0
2019-01-01,RK5,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,200.0
2019-01-01,RK9,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,360.0
2019-01-01,RKB,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,280.0
2019-01-01,RL1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,300.0
2019-01-01,RL4,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1820.0
2019-01-01,RLN,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,-40.0
2019-01-01,RLQ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,80.0
2019-01-01,RM1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1120.0
2019-01-01,RM2,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,60.0
2019-01-01,RM3,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,560.0
2019-01-01,RN3,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,140.0
2019-01-01,RN5,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,980.0
2019-01-01,RNA,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,580.0
2019-01-01,RNL,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,613.0
2019-01-01,RNQ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,40.0
2019-01-01,RNS,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,120.0
2019-01-01,RNZ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,340.0
2019-01-01,RP4,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,300.0
2019-01-01,RP5,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,580.0
2019-01-01,RPA,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1400.0
2019-01-01,RPY,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,20.0
2019-01-01,RQ6,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,480.0
2019-01-01,RQ8,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,320.0
2019-01-01,RQM,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,200.0
2019-01-01,RQW,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,40.0
2019-01-01,RQX,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,20.0
2019-01-01,RR1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,50.0
2019-01-01,RR7,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,60.0
2019-01-01,RR8,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,3500.0
2019-01-01,RRF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,460.0
2019-01-01,RRK,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,600.0
2019-01-01,RRV,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1460.0
2019-01-01,RTD,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1640.0
2019-01-01,RTE,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,520.0
2019-01-01,RTF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,440.0
2019-01-01,RTG,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,140.0
2019-01-01,RTH,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,480.0
2019-01-01,RTK,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,240.0
2019-01-01,RTP,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,120.0
2019-01-01,RTR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,900.0
2019-01-01,RTX,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,440.0
2019-01-01,RVJ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,380.0
2019-01-01,RVR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,389.5
2019-01-01,RVV,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,600.0
2019-01-01,RVW,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,280.0
2019-01-01,RVY,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,100.0
2019-01-01,RW3,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,800.0
2019-01-01,RW6,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1160.0
2019-01-01,RWD,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,720.0
2019-01-01,RWE,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,700.0
2019-01-01,RWF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,1000.0
2019-01-01,RWJ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,260.0
2019-01-01,RWP,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,460.0
2019-01-01,RWW,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,16.0
2019-01-01,RWY,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,320.0
2019-01-01,RX1,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RXC,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,960.0
2019-01-01,RXF,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,520.0
2019-01-01,RXH,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,180.0
2019-01-01,RXK,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,564.0
2019-01-01,RXL,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,88.0
2019-01-01,RXP,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,2000.0
2019-01-01,RXQ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,160.0
2019-01-01,RXR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,240.0
2019-01-01,RYJ,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,620.0
2019-01-01,RYR,16102011000001108,Tocilizumab 400mg/20ml solution for infusion vials,280.0
2019-01-01,R1F,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,100.0
2019-01-01,R1H,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,72.0
2019-01-01,RA2,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,56.0
2019-01-01,RA3,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,8.0
2019-01-01,RA4,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,36.0
2019-01-01,RA7,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,64.0
2019-01-01,RA9,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,132.0
2019-01-01,RAE,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,92.0
2019-01-01,RAJ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,136.0
2019-01-01,RAL,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,108.0
2019-01-01,RBA,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,8.0
2019-01-01,RBD,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RBK,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,72.0
2019-01-01,RBN,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,76.0
2019-01-01,RBS,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,32.0
2019-01-01,RBZ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,16.0
2019-01-01,RC9,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,280.0
2019-01-01,RCB,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,52.0
2019-01-01,RCU,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,108.0
2019-01-01,RCX,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,16.0
2019-01-01,RD1,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,192.0
2019-01-01,RD3,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,16.0
2019-01-01,RD8,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,4.0
2019-01-01,RDE,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,4.0
2019-01-01,RDR,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,48.0
2019-01-01,RDU,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,28.0
2019-01-01,RDZ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,92.0
2019-01-01,REF,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,329.2
2019-01-01,REM,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,124.0
2019-01-01,RF4,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,16.0
2019-01-01,RFF,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,100.0
2019-01-01,RGN,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,176.0
2019-01-01,RGP,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,52.0
2019-01-01,RGQ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,28.0
2019-01-01,RGR,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,132.0
2019-01-01,RGT,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,160.0
2019-01-01,RH8,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,88.0
2019-01-01,RHQ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,308.0
2019-01-01,RHU,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,188.0
2019-01-01,RHW,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,356.0
2019-01-01,RJ1,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,116.0
2019-01-01,RJ2,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,52.0
2019-01-01,RJ6,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,40.0
2019-01-01,RJ7,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,36.0
2019-01-01,RJE,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RJF,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,40.0
2019-01-01,RJL,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,60.0
2019-01-01,RJN,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RJZ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,40.0
2019-01-01,RK5,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,8.0
2019-01-01,RK9,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,56.0
2019-01-01,RKB,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,32.0
2019-01-01,RL1,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,36.0
2019-01-01,RL4,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,292.0
2019-01-01,RLN,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,4.0
2019-01-01,RLQ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RM1,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,168.0
2019-01-01,RM2,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RM3,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,104.0
2019-01-01,RMP,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,4.0
2019-01-01,RN3,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,20.0
2019-01-01,RN5,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,92.0
2019-01-01,RNA,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,224.0
2019-01-01,RNQ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,4.0
2019-01-01,RNS,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,12.0
2019-01-01,RNZ,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,96.0
2019-01-01,RP4,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,288.0
2019-01-01,RP5,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,24.0
2019-01-01,RPA,16102111000001109,Tocilizumab 80mg/4ml solution for infusion vials,8.0
