"","year_month","ods_code","vmp_snomed_code","vmp_product_name","total_quantity"
"74",2019-01-01,"RJE","326874007","Methotrexate 2.5mg tablets",3169
"75",2019-01-01,"RJF","326874007","Methotrexate 2.5mg tablets",7531
"76",2019-01-01,"RJL","326874007","Methotrexate 2.5mg tablets",2451
"77",2019-01-01,"RJN","326874007","Methotrexate 2.5mg tablets",102
"78",2019-01-01,"RJR","326874007","Methotrexate 2.5mg tablets",654
"79",2019-01-01,"RJZ","326874007","Methotrexate 2.5mg tablets",14761
"80",2019-01-01,"RK5","326874007","Methotrexate 2.5mg tablets",1340
"81",2019-01-01,"RK9","326874007","Methotrexate 2.5mg tablets",1796
"82",2019-01-01,"RKB","326874007","Methotrexate 2.5mg tablets",6120
"83",2019-01-01,"RKE","326874007","Methotrexate 2.5mg tablets",3099
"84",2019-01-01,"RL1","326874007","Methotrexate 2.5mg tablets",316
"85",2019-01-01,"RL4","326874007","Methotrexate 2.5mg tablets",5852
"86",2019-01-01,"RLN","326874007","Methotrexate 2.5mg tablets",8843
"87",2019-01-01,"RLQ","326874007","Methotrexate 2.5mg tablets",544
"88",2019-01-01,"RLT","326874007","Methotrexate 2.5mg tablets",5469
"89",2019-01-01,"RM1","326874007","Methotrexate 2.5mg tablets",3217
"90",2019-01-01,"RM2","326874007","Methotrexate 2.5mg tablets",1698
"91",2019-01-01,"RM3","326874007","Methotrexate 2.5mg tablets",11293
"92",2019-01-01,"RMC","326874007","Methotrexate 2.5mg tablets",5167
"93",2019-01-01,"RMP","326874007","Methotrexate 2.5mg tablets",1309
"94",2019-01-01,"RN3","326874007","Methotrexate 2.5mg tablets",4174
"95",2019-01-01,"RN5","326874007","Methotrexate 2.5mg tablets",1058
"96",2019-01-01,"RN7","326874007","Methotrexate 2.5mg tablets",55
"97",2019-01-01,"RNA","326874007","Methotrexate 2.5mg tablets",3458
"98",2019-01-01,"RNL","326874007","Methotrexate 2.5mg tablets",386
"99",2019-01-01,"RNN","326874007","Methotrexate 2.5mg tablets",42
"100",2019-01-01,"RNQ","326874007","Methotrexate 2.5mg tablets",246
"101",2019-01-01,"RNS","326874007","Methotrexate 2.5mg tablets",566
"102",2019-01-01,"RNU","326874007","Methotrexate 2.5mg tablets",130
"103",2019-01-01,"RNZ","326874007","Methotrexate 2.5mg tablets",1316
"104",2019-01-01,"RP4","326874007","Methotrexate 2.5mg tablets",378
"105",2019-01-01,"RP5","326874007","Methotrexate 2.5mg tablets",5185
"106",2019-01-01,"RP6","326874007","Methotrexate 2.5mg tablets",4053
"107",2019-01-01,"RPA","326874007","Methotrexate 2.5mg tablets",3777
"108",2019-01-01,"RPC","326874007","Methotrexate 2.5mg tablets",552
"109",2019-01-01,"RPG","326874007","Methotrexate 2.5mg tablets",744
"110",2019-01-01,"RPY","326874007","Methotrexate 2.5mg tablets",4221
"111",2019-01-01,"RQ3","326874007","Methotrexate 2.5mg tablets",839
"112",2019-01-01,"RQ6","326874007","Methotrexate 2.5mg tablets",12541
"113",2019-01-01,"RQ8","326874007","Methotrexate 2.5mg tablets",2276
"114",2019-01-01,"RQM","326874007","Methotrexate 2.5mg tablets",7138
"115",2019-01-01,"RQW","326874007","Methotrexate 2.5mg tablets",29
"116",2019-01-01,"RQX","326874007","Methotrexate 2.5mg tablets",1008
"117",2019-01-01,"RQY","326874007","Methotrexate 2.5mg tablets",60
"118",2019-01-01,"RR1","326874007","Methotrexate 2.5mg tablets",8498
"119",2019-01-01,"RR7","326874007","Methotrexate 2.5mg tablets",2654
"120",2019-01-01,"RR8","326874007","Methotrexate 2.5mg tablets",14223
"121",2019-01-01,"RRF","326874007","Methotrexate 2.5mg tablets",1576
"122",2019-01-01,"RRJ","326874007","Methotrexate 2.5mg tablets",16
"123",2019-01-01,"RRK","326874007","Methotrexate 2.5mg tablets",19452
"124",2019-01-01,"RRV","326874007","Methotrexate 2.5mg tablets",8873
"125",2019-01-01,"RT1","326874007","Methotrexate 2.5mg tablets",5
"126",2019-01-01,"RT3","326874007","Methotrexate 2.5mg tablets",1039
"127",2019-01-01,"RT5","326874007","Methotrexate 2.5mg tablets",74
"128",2019-01-01,"RTD","326874007","Methotrexate 2.5mg tablets",42812
"129",2019-01-01,"RTE","326874007","Methotrexate 2.5mg tablets",286
"130",2019-01-01,"RTF","326874007","Methotrexate 2.5mg tablets",5755
"131",2019-01-01,"RTG","326874007","Methotrexate 2.5mg tablets",17365
"132",2019-01-01,"RTH","326874007","Methotrexate 2.5mg tablets",473
"133",2019-01-01,"RTK","326874007","Methotrexate 2.5mg tablets",55
"134",2019-01-01,"RTP","326874007","Methotrexate 2.5mg tablets",2698
"135",2019-01-01,"RTR","326874007","Methotrexate 2.5mg tablets",4663
"136",2019-01-01,"RTV","326874007","Methotrexate 2.5mg tablets",12
"137",2019-01-01,"RTX","326874007","Methotrexate 2.5mg tablets",1253
"138",2019-01-01,"RV3","326874007","Methotrexate 2.5mg tablets",78
"139",2019-01-01,"RV5","326874007","Methotrexate 2.5mg tablets",10
"140",2019-01-01,"RVJ","326874007","Methotrexate 2.5mg tablets",216
"141",2019-01-01,"RVN","326874007","Methotrexate 2.5mg tablets",56
"142",2019-01-01,"RVR","326874007","Methotrexate 2.5mg tablets",3826
"143",2019-01-01,"RVV","326874007","Methotrexate 2.5mg tablets",159
"144",2019-01-01,"RVW","326874007","Methotrexate 2.5mg tablets",2816
"145",2019-01-01,"RVY","326874007","Methotrexate 2.5mg tablets",3359
"146",2019-01-01,"RW1","326874007","Methotrexate 2.5mg tablets",206
"147",2019-01-01,"RW3","326874007","Methotrexate 2.5mg tablets",5234
"148",2019-01-01,"RW6","326874007","Methotrexate 2.5mg tablets",6748
"149",2019-01-01,"RWA","326874007","Methotrexate 2.5mg tablets",930
"150",2019-01-01,"RWD","326874007","Methotrexate 2.5mg tablets",8600
"151",2019-01-01,"RWE","326874007","Methotrexate 2.5mg tablets",10211
"152",2019-01-01,"RWF","326874007","Methotrexate 2.5mg tablets",279
"153",2019-01-01,"RWG","326874007","Methotrexate 2.5mg tablets",4010
"154",2019-01-01,"RWH","326874007","Methotrexate 2.5mg tablets",2484
"155",2019-01-01,"RWJ","326874007","Methotrexate 2.5mg tablets",1575
"156",2019-01-01,"RWK","326874007","Methotrexate 2.5mg tablets",6
"157",2019-01-01,"RWP","326874007","Methotrexate 2.5mg tablets",697
"158",2019-01-01,"RWW","326874007","Methotrexate 2.5mg tablets",2155
"159",2019-01-01,"RWX","326874007","Methotrexate 2.5mg tablets",94
"160",2019-01-01,"RWY","326874007","Methotrexate 2.5mg tablets",8038
"161",2019-01-01,"RX1","326874007","Methotrexate 2.5mg tablets",3602
"162",2019-01-01,"RX3","326874007","Methotrexate 2.5mg tablets",36
"163",2019-01-01,"RX4","326874007","Methotrexate 2.5mg tablets",10
"164",2019-01-01,"RXC","326874007","Methotrexate 2.5mg tablets",28
"165",2019-01-01,"RXE","326874007","Methotrexate 2.5mg tablets",142
"166",2019-01-01,"RXF","326874007","Methotrexate 2.5mg tablets",9059
"167",2019-01-01,"RXG","326874007","Methotrexate 2.5mg tablets",6
"168",2019-01-01,"RXH","326874007","Methotrexate 2.5mg tablets",2847
"169",2019-01-01,"RXK","326874007","Methotrexate 2.5mg tablets",229
"170",2019-01-01,"RXL","326874007","Methotrexate 2.5mg tablets",121
"171",2019-01-01,"RXM","326874007","Methotrexate 2.5mg tablets",7
"172",2019-01-01,"RXN","326874007","Methotrexate 2.5mg tablets",4807
"173",2019-01-01,"RXP","326874007","Methotrexate 2.5mg tablets",39
"174",2019-01-01,"RXQ","326874007","Methotrexate 2.5mg tablets",2908
"175",2019-01-01,"RXR","326874007","Methotrexate 2.5mg tablets",3913
"176",2019-01-01,"RXV","326874007","Methotrexate 2.5mg tablets",50
"177",2019-01-01,"RXW","326874007","Methotrexate 2.5mg tablets",154
"178",2019-01-01,"RXY","326874007","Methotrexate 2.5mg tablets",40
"179",2019-01-01,"RY3","326874007","Methotrexate 2.5mg tablets",44
"180",2019-01-01,"RY4","326874007","Methotrexate 2.5mg tablets",46
"181",2019-01-01,"RY8","326874007","Methotrexate 2.5mg tablets",48
"182",2019-01-01,"RYJ","326874007","Methotrexate 2.5mg tablets",16920
"183",2019-01-01,"RYR","326874007","Methotrexate 2.5mg tablets",638
"184",2019-01-01,"RYW","326874007","Methotrexate 2.5mg tablets",32
"185",2019-01-01,"RYX","326874007","Methotrexate 2.5mg tablets",28
"186",2019-01-01,"RYY","326874007","Methotrexate 2.5mg tablets",24
"187",2019-01-01,"TAD","326874007","Methotrexate 2.5mg tablets",24
"188",2019-01-01,"R1H","326875008","Methotrexate 10mg tablets",52
"189",2019-01-01,"R1K","326875008","Methotrexate 10mg tablets",12
"190",2019-01-01,"RA7","326875008","Methotrexate 10mg tablets",12
"191",2019-01-01,"RAE","326875008","Methotrexate 10mg tablets",16
"192",2019-01-01,"RBA","326875008","Methotrexate 10mg tablets",27
"193",2019-01-01,"RBD","326875008","Methotrexate 10mg tablets",8
"194",2019-01-01,"RC9","326875008","Methotrexate 10mg tablets",40
"195",2019-01-01,"RCU","326875008","Methotrexate 10mg tablets",311
"196",2019-01-01,"RDE","326875008","Methotrexate 10mg tablets",30
"197",2019-01-01,"REF","326875008","Methotrexate 10mg tablets",20
"198",2019-01-01,"RGR","326875008","Methotrexate 10mg tablets",20
"199",2019-01-01,"RGT","326875008","Methotrexate 10mg tablets",97
"200",2019-01-01,"RH8","326875008","Methotrexate 10mg tablets",48
"201",2019-01-01,"RHW","326875008","Methotrexate 10mg tablets",33
"202",2019-01-01,"RK9","326875008","Methotrexate 10mg tablets",75
"203",2019-01-01,"RM1","326875008","Methotrexate 10mg tablets",16
"204",2019-01-01,"RN3","326875008","Methotrexate 10mg tablets",30
"205",2019-01-01,"RN5","326875008","Methotrexate 10mg tablets",6
"206",2019-01-01,"RNS","326875008","Methotrexate 10mg tablets",49
"207",2019-01-01,"RP4","326875008","Methotrexate 10mg tablets",283
"208",2019-01-01,"RQ3","326875008","Methotrexate 10mg tablets",32
"209",2019-01-01,"RR8","326875008","Methotrexate 10mg tablets",511
"210",2019-01-01,"RRV","326875008","Methotrexate 10mg tablets",392
"211",2019-01-01,"RTE","326875008","Methotrexate 10mg tablets",21
"212",2019-01-01,"RTH","326875008","Methotrexate 10mg tablets",79
"213",2019-01-01,"RW3","326875008","Methotrexate 10mg tablets",461
"214",2019-01-01,"RWE","326875008","Methotrexate 10mg tablets",246
"215",2019-01-01,"RWH","326875008","Methotrexate 10mg tablets",16
"216",2019-01-01,"RX1","326875008","Methotrexate 10mg tablets",342
"217",2019-01-01,"RXQ","326875008","Methotrexate 10mg tablets",4
"218",2019-01-01,"RXR","326875008","Methotrexate 10mg tablets",76
"219",2019-01-01,"RYR","326875008","Methotrexate 10mg tablets",22
"220",2019-02-01,"R1A","326874007","Methotrexate 2.5mg tablets",38
"221",2019-02-01,"R1C","326874007","Methotrexate 2.5mg tablets",1920
"222",2019-02-01,"R1D","326874007","Methotrexate 2.5mg tablets",8
"223",2019-02-01,"R1E","326874007","Methotrexate 2.5mg tablets",3526
"224",2019-02-01,"R1F","326874007","Methotrexate 2.5mg tablets",36
"225",2019-02-01,"R1H","326874007","Methotrexate 2.5mg tablets",11786
"226",2019-02-01,"R1K","326874007","Methotrexate 2.5mg tablets",16958
"227",2019-02-01,"R1L","326874007","Methotrexate 2.5mg tablets",118
"228",2019-02-01,"RA2","326874007","Methotrexate 2.5mg tablets",986
"229",2019-02-01,"RA3","326874007","Methotrexate 2.5mg tablets",657
"230",2019-02-01,"RA4","326874007","Methotrexate 2.5mg tablets",1441
"231",2019-02-01,"RA7","326874007","Methotrexate 2.5mg tablets",5162
"232",2019-02-01,"RA9","326874007","Methotrexate 2.5mg tablets",2250
"233",2019-02-01,"RAE","326874007","Methotrexate 2.5mg tablets",6100
"234",2019-02-01,"RAJ","326874007","Methotrexate 2.5mg tablets",509
"235",2019-02-01,"RAL","326874007","Methotrexate 2.5mg tablets",22386
"236",2019-02-01,"RAN","326874007","Methotrexate 2.5mg tablets",615
"237",2019-02-01,"RAP","326874007","Methotrexate 2.5mg tablets",1019
"238",2019-02-01,"RAS","326874007","Methotrexate 2.5mg tablets",1865
"239",2019-02-01,"RAT","326874007","Methotrexate 2.5mg tablets",52
"240",2019-02-01,"RAX","326874007","Methotrexate 2.5mg tablets",2439
"241",2019-02-01,"RBA","326874007","Methotrexate 2.5mg tablets",143
"242",2019-02-01,"RBD","326874007","Methotrexate 2.5mg tablets",32
"243",2019-02-01,"RBK","326874007","Methotrexate 2.5mg tablets",130
"244",2019-02-01,"RBL","326874007","Methotrexate 2.5mg tablets",335
"245",2019-02-01,"RBN","326874007","Methotrexate 2.5mg tablets",5955
"246",2019-02-01,"RBQ","326874007","Methotrexate 2.5mg tablets",144
"247",2019-02-01,"RBS","326874007","Methotrexate 2.5mg tablets",2138
"248",2019-02-01,"RBT","326874007","Methotrexate 2.5mg tablets",1792
"249",2019-02-01,"RBV","326874007","Methotrexate 2.5mg tablets",672
"250",2019-02-01,"RBZ","326874007","Methotrexate 2.5mg tablets",232
"251",2019-02-01,"RC1","326874007","Methotrexate 2.5mg tablets",139
"252",2019-02-01,"RC9","326874007","Methotrexate 2.5mg tablets",122
"253",2019-02-01,"RCB","326874007","Methotrexate 2.5mg tablets",3109
"254",2019-02-01,"RCD","326874007","Methotrexate 2.5mg tablets",2555
"255",2019-02-01,"RCF","326874007","Methotrexate 2.5mg tablets",890
"256",2019-02-01,"RCU","326874007","Methotrexate 2.5mg tablets",1989
"257",2019-02-01,"RCX","326874007","Methotrexate 2.5mg tablets",256
"258",2019-02-01,"RD1","326874007","Methotrexate 2.5mg tablets",822
"259",2019-02-01,"RD3","326874007","Methotrexate 2.5mg tablets",1943
"260",2019-02-01,"RD8","326874007","Methotrexate 2.5mg tablets",701
"261",2019-02-01,"RDD","326874007","Methotrexate 2.5mg tablets",5508
"262",2019-02-01,"RDE","326874007","Methotrexate 2.5mg tablets",867
"263",2019-02-01,"RDR","326874007","Methotrexate 2.5mg tablets",20
"264",2019-02-01,"RDU","326874007","Methotrexate 2.5mg tablets",439
"265",2019-02-01,"RDY","326874007","Methotrexate 2.5mg tablets",9
"266",2019-02-01,"RDZ","326874007","Methotrexate 2.5mg tablets",489
"267",2019-02-01,"REF","326874007","Methotrexate 2.5mg tablets",462
"268",2019-02-01,"REM","326874007","Methotrexate 2.5mg tablets",5310
"269",2019-02-01,"REN","326874007","Methotrexate 2.5mg tablets",60
"270",2019-02-01,"RET","326874007","Methotrexate 2.5mg tablets",133
"271",2019-02-01,"RF4","326874007","Methotrexate 2.5mg tablets",1464
"272",2019-02-01,"RFF","326874007","Methotrexate 2.5mg tablets",7605
"273",2019-02-01,"RFR","326874007","Methotrexate 2.5mg tablets",2486
"274",2019-02-01,"RFS","326874007","Methotrexate 2.5mg tablets",4893
"275",2019-02-01,"RGM","326874007","Methotrexate 2.5mg tablets",36
"276",2019-02-01,"RGN","326874007","Methotrexate 2.5mg tablets",4092
"277",2019-02-01,"RGP","326874007","Methotrexate 2.5mg tablets",425
"278",2019-02-01,"RGQ","326874007","Methotrexate 2.5mg tablets",1839
"279",2019-02-01,"RGR","326874007","Methotrexate 2.5mg tablets",1204
"280",2019-02-01,"RGT","326874007","Methotrexate 2.5mg tablets",1344
"281",2019-02-01,"RH5","326874007","Methotrexate 2.5mg tablets",100
"282",2019-02-01,"RH8","326874007","Methotrexate 2.5mg tablets",1159
"283",2019-02-01,"RHA","326874007","Methotrexate 2.5mg tablets",72
"284",2019-02-01,"RHM","326874007","Methotrexate 2.5mg tablets",3691
"285",2019-02-01,"RHQ","326874007","Methotrexate 2.5mg tablets",16983
"286",2019-02-01,"RHU","326874007","Methotrexate 2.5mg tablets",2758
"287",2019-02-01,"RHW","326874007","Methotrexate 2.5mg tablets",1506
"288",2019-02-01,"RJ1","326874007","Methotrexate 2.5mg tablets",16038
"289",2019-02-01,"RJ2","326874007","Methotrexate 2.5mg tablets",3684
"290",2019-02-01,"RJ6","326874007","Methotrexate 2.5mg tablets",5598
"291",2019-02-01,"RJ7","326874007","Methotrexate 2.5mg tablets",2977
"292",2019-02-01,"RJC","326874007","Methotrexate 2.5mg tablets",7321
"293",2019-02-01,"RJE","326874007","Methotrexate 2.5mg tablets",3274
"294",2019-02-01,"RJF","326874007","Methotrexate 2.5mg tablets",6481
"295",2019-02-01,"RJL","326874007","Methotrexate 2.5mg tablets",2174
"296",2019-02-01,"RJN","326874007","Methotrexate 2.5mg tablets",56
"297",2019-02-01,"RJR","326874007","Methotrexate 2.5mg tablets",424
"298",2019-02-01,"RJZ","326874007","Methotrexate 2.5mg tablets",11833
"299",2019-02-01,"RK5","326874007","Methotrexate 2.5mg tablets",1337
"300",2019-02-01,"RK9","326874007","Methotrexate 2.5mg tablets",1539
"301",2019-02-01,"RKB","326874007","Methotrexate 2.5mg tablets",5354
"302",2019-02-01,"RKE","326874007","Methotrexate 2.5mg tablets",2388
"303",2019-02-01,"RL1","326874007","Methotrexate 2.5mg tablets",380
"304",2019-02-01,"RL4","326874007","Methotrexate 2.5mg tablets",5485
"305",2019-02-01,"RLN","326874007","Methotrexate 2.5mg tablets",12290
"306",2019-02-01,"RLQ","326874007","Methotrexate 2.5mg tablets",402
"307",2019-02-01,"RLT","326874007","Methotrexate 2.5mg tablets",4155
"308",2019-02-01,"RM1","326874007","Methotrexate 2.5mg tablets",2149
"309",2019-02-01,"RM2","326874007","Methotrexate 2.5mg tablets",1014
"310",2019-02-01,"RM3","326874007","Methotrexate 2.5mg tablets",8950
"311",2019-02-01,"RMC","326874007","Methotrexate 2.5mg tablets",4087
"312",2019-02-01,"RMP","326874007","Methotrexate 2.5mg tablets",1378
"313",2019-02-01,"RMY","326874007","Methotrexate 2.5mg tablets",7
"314",2019-02-01,"RN3","326874007","Methotrexate 2.5mg tablets",4225
"315",2019-02-01,"RN5","326874007","Methotrexate 2.5mg tablets",442
"316",2019-02-01,"RN7","326874007","Methotrexate 2.5mg tablets",117
"317",2019-02-01,"RNA","326874007","Methotrexate 2.5mg tablets",3361
"318",2019-02-01,"RNL","326874007","Methotrexate 2.5mg tablets",417
"319",2019-02-01,"RNN","326874007","Methotrexate 2.5mg tablets",36
"320",2019-02-01,"RNQ","326874007","Methotrexate 2.5mg tablets",384
"321",2019-02-01,"RNS","326874007","Methotrexate 2.5mg tablets",673
"322",2019-02-01,"RNU","326874007","Methotrexate 2.5mg tablets",55
"323",2019-02-01,"RNZ","326874007","Methotrexate 2.5mg tablets",904
"324",2019-02-01,"RP4","326874007","Methotrexate 2.5mg tablets",682
"325",2019-02-01,"RP5","326874007","Methotrexate 2.5mg tablets",4842
"326",2019-02-01,"RP6","326874007","Methotrexate 2.5mg tablets",4309
"327",2019-02-01,"RPA","326874007","Methotrexate 2.5mg tablets",3671
"328",2019-02-01,"RPC","326874007","Methotrexate 2.5mg tablets",168
"329",2019-02-01,"RPG","326874007","Methotrexate 2.5mg tablets",738
"330",2019-02-01,"RPY","326874007","Methotrexate 2.5mg tablets",1739
"331",2019-02-01,"RQ3","326874007","Methotrexate 2.5mg tablets",935
"332",2019-02-01,"RQ6","326874007","Methotrexate 2.5mg tablets",8714
"333",2019-02-01,"RQ8","326874007","Methotrexate 2.5mg tablets",2223
"334",2019-02-01,"RQM","326874007","Methotrexate 2.5mg tablets",7193
"335",2019-02-01,"RQW","326874007","Methotrexate 2.5mg tablets",24
"336",2019-02-01,"RQX","326874007","Methotrexate 2.5mg tablets",648
"337",2019-02-01,"RQY","326874007","Methotrexate 2.5mg tablets",18
"338",2019-02-01,"RR1","326874007","Methotrexate 2.5mg tablets",6927
"339",2019-02-01,"RR7","326874007","Methotrexate 2.5mg tablets",2021
"340",2019-02-01,"RR8","326874007","Methotrexate 2.5mg tablets",12282
"341",2019-02-01,"RRE","326874007","Methotrexate 2.5mg tablets",60
"342",2019-02-01,"RRF","326874007","Methotrexate 2.5mg tablets",1720
"343",2019-02-01,"RRJ","326874007","Methotrexate 2.5mg tablets",24
"344",2019-02-01,"RRK","326874007","Methotrexate 2.5mg tablets",18050
"345",2019-02-01,"RRV","326874007","Methotrexate 2.5mg tablets",9218
"346",2019-02-01,"RT3","326874007","Methotrexate 2.5mg tablets",526
"347",2019-02-01,"RT5","326874007","Methotrexate 2.5mg tablets",22
"348",2019-02-01,"RTD","326874007","Methotrexate 2.5mg tablets",38982
"349",2019-02-01,"RTE","326874007","Methotrexate 2.5mg tablets",744
"350",2019-02-01,"RTF","326874007","Methotrexate 2.5mg tablets",5127
"351",2019-02-01,"RTG","326874007","Methotrexate 2.5mg tablets",16281
"352",2019-02-01,"RTH","326874007","Methotrexate 2.5mg tablets",693
"353",2019-02-01,"RTK","326874007","Methotrexate 2.5mg tablets",30
"354",2019-02-01,"RTP","326874007","Methotrexate 2.5mg tablets",2182
"355",2019-02-01,"RTR","326874007","Methotrexate 2.5mg tablets",5283
"356",2019-02-01,"RTV","326874007","Methotrexate 2.5mg tablets",9
"357",2019-02-01,"RTX","326874007","Methotrexate 2.5mg tablets",1520
"358",2019-02-01,"RV3","326874007","Methotrexate 2.5mg tablets",94
"359",2019-02-01,"RV5","326874007","Methotrexate 2.5mg tablets",31
"360",2019-02-01,"RVJ","326874007","Methotrexate 2.5mg tablets",259
"361",2019-02-01,"RVN","326874007","Methotrexate 2.5mg tablets",64
"362",2019-02-01,"RVR","326874007","Methotrexate 2.5mg tablets",2611
"363",2019-02-01,"RVV","326874007","Methotrexate 2.5mg tablets",198
"364",2019-02-01,"RVW","326874007","Methotrexate 2.5mg tablets",2576
"365",2019-02-01,"RVY","326874007","Methotrexate 2.5mg tablets",2896
"366",2019-02-01,"RW1","326874007","Methotrexate 2.5mg tablets",274
"367",2019-02-01,"RW3","326874007","Methotrexate 2.5mg tablets",3918
"368",2019-02-01,"RW6","326874007","Methotrexate 2.5mg tablets",5158
"369",2019-02-01,"RWA","326874007","Methotrexate 2.5mg tablets",612
"370",2019-02-01,"RWD","326874007","Methotrexate 2.5mg tablets",7626
"371",2019-02-01,"RWE","326874007","Methotrexate 2.5mg tablets",8895
"372",2019-02-01,"RWF","326874007","Methotrexate 2.5mg tablets",553
