type,id,bnf_code,nm
amp,40251511000001107,,Azithromycin 250mg capsules (Rivopharm (UK) Ltd)
amp,15071111000001102,0501050A0AAAAAA,Azithromycin 250mg capsules (Sigma Pharmaceuticals Plc)
amp,33932211000001100,0501050A0AAAAAA,Azithromycin 250mg capsules (Somex Pharma)
amp,14789411000001105,0501050A0AAAAAA,Azithromycin 250mg capsules (Teva UK Ltd)
amp,34554511000001101,0501050A0AAAAAA,Azithromycin 250mg capsules (Zentiva Pharma UK Ltd)
amp,11252111000001104,0501050A0AAAGAG,Azithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
amp,38006711000001105,0501050A0AAAGAG,Azithromycin 250mg tablets (Accord Healthcare Ltd)
amp,20942811000001100,0501050A0AAAGAG,Azithromycin 250mg tablets (Actavis UK Ltd)
amp,15472611000001108,0501050A0AAAGAG,Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,34642111000001107,0501050A0AAAGAG,Azithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
amp,19544211000001102,0501050A0AAAGAG,Azithromycin 250mg tablets (Aspire Pharma Ltd)
amp,36445611000001104,0501050A0AAAGAG,Azithromycin 250mg tablets (Crescent Pharma Ltd)
amp,19707011000001108,0501050A0AAAGAG,Azithromycin 250mg tablets (DE Pharmaceuticals)
amp,13179811000001107,,Azithromycin 250mg tablets (Dowelhurst Ltd)
amp,32395711000001105,0501050A0AAAGAG,Azithromycin 250mg tablets (Kent Pharma (UK) Ltd)
amp,15124411000001103,,Azithromycin 250mg tablets (Mawdsley-Brooks & Company Ltd)
amp,29998311000001103,0501050A0AAAGAG,Azithromycin 250mg tablets (Mawdsley-Brooks & Company Ltd)
amp,38803811000001105,0501050A0AAAGAG,Azithromycin 250mg tablets (Medihealth (Northern) Ltd)
amp,38710311000001108,0501050A0AAAGAG,Azithromycin 250mg tablets (Milpharm Ltd)
amp,19474411000001107,0501050A0AAAGAG,Azithromycin 250mg tablets (Mylan)
amp,22202911000001107,0501050A0AAAGAG,Azithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
amp,20282311000001102,0501050A0AAAGAG,Azithromycin 250mg tablets (Sandoz Ltd)
amp,15071411000001107,0501050A0AAAGAG,Azithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
amp,36907711000001108,0501050A0AAAGAG,Azithromycin 250mg tablets (Somex Pharma)
amp,11028411000001100,0501050A0AAAGAG,Azithromycin 250mg tablets (Teva UK Ltd)
amp,11252311000001102,0501050A0AAADAD,Azithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
amp,38006911000001107,0501050A0AAADAD,Azithromycin 500mg tablets (Accord Healthcare Ltd)
amp,20943011000001102,0501050A0AAADAD,Azithromycin 500mg tablets (Actavis UK Ltd)
amp,15472811000001107,0501050A0AAADAD,Azithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,34642911000001105,0501050A0AAADAD,Azithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
amp,19543911000001109,0501050A0AAADAD,Azithromycin 500mg tablets (Aspire Pharma Ltd)
amp,36420111000001101,0501050A0AAADAD,Azithromycin 500mg tablets (Crescent Pharma Ltd)
amp,19707211000001103,0501050A0AAADAD,Azithromycin 500mg tablets (DE Pharmaceuticals)
amp,5519111000001109,,Azithromycin 500mg tablets (Dowelhurst Ltd)
amp,32395911000001107,0501050A0AAADAD,Azithromycin 500mg tablets (Kent Pharma (UK) Ltd)
amp,15124611000001100,,Azithromycin 500mg tablets (Mawdsley-Brooks & Company Ltd)
amp,37042711000001106,0501050A0AAADAD,Azithromycin 500mg tablets (Mawdsley-Brooks & Company Ltd)
amp,38810611000001100,0501050A0AAADAD,Azithromycin 500mg tablets (Medihealth (Northern) Ltd)
amp,38710611000001103,0501050A0AAADAD,Azithromycin 500mg tablets (Milpharm Ltd)
amp,19474211000001108,0501050A0AAADAD,Azithromycin 500mg tablets (Mylan)
amp,17791411000001100,0501050A0AAADAD,Azithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
amp,11579411000001106,0501050A0AAADAD,Azithromycin 500mg tablets (Sandoz Ltd)
amp,15051411000001105,0501050A0AAADAD,Azithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
amp,37857911000001108,0501050A0AAADAD,Azithromycin 500mg tablets (Somex Pharma)
amp,11028111000001105,0501050A0AAADAD,Azithromycin 500mg tablets (Teva UK Ltd)
amp,5337511000001102,,Azithromycin 500mg tablets (Waymade Healthcare Plc)
amp,11139211000001101,,Azitromax 500mg powder for solution for injection vials (Imported (United States))
amp,19372311000001102,1103010AIBBAAAA,Azyter 15mg/g eye drops 0.25g unit dose (Thea Pharmaceuticals Ltd)
amp,784911000001105,1306010C0BWAAAY,Benzamycin gel (Schwarz Pharma Ltd)
amp,39880811000001102,1306010Y0AAAAAA,Benzoyl peroxide 5% / Clindamycin 1% gel (A A H Pharmaceuticals Ltd)
amp,40089711000001102,1306010Y0AAAAAA,Benzoyl peroxide 5% / Clindamycin 1% gel (Alliance Healthcare (Distribution) Ltd)
amp,39658711000001107,1306010Y0AAAAAA,Benzoyl peroxide 5% / Clindamycin 1% gel (Aspire Pharma Ltd)
amp,34646211000001100,0801050CEBBAAAA,Besponsa 1mg powder for concentrate for solution for infusion vials (Pfizer Ltd)
amp,22126011000001103,1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream (A A H Pharmaceuticals Ltd)
amp,21959511000001104,1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Alliance Healthcare (Distribution) Ltd)
amp,37596711000001102,1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream (DE Pharmaceuticals)
amp,21736711000001107,1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Essential Generics Ltd)
amp,38806411000001103,1304000F0AACBCB,Betamethasone valerate 0.1% / Neomycin 0.5% cream (Medihealth (Northern) Ltd)
amp,22126611000001105,1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (A A H Pharmaceuticals Ltd)
amp,21959911000001106,1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Alliance Healthcare (Distribution) Ltd)
amp,37743511000001106,,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (CST Pharma Ltd)
amp,21737611000001101,1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Essential Generics Ltd)
amp,38807611000001103,1304000F0AACECE,Betamethasone valerate 0.1% / Neomycin 0.5% ointment (Medihealth (Northern) Ltd)
amp,2839711000001103,1201010E0BBAAAB,Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB)
amp,4066611000001102,1104010D0BBACAD,Betnesol-N eye ointment (Focus Pharmaceuticals Ltd)
amp,44811000001106,1304000F0BBALCB,Betnovate-N cream (Chemidex Pharma Ltd)
amp,547511000001100,1304000F0BBANCE,Betnovate-N ointment (Chemidex Pharma Ltd)
amp,27988111000001106,,Biaxsig 150mg tablets (Imported (Australia))
amp,926911000001103,0501030P0BCABAB,Blemix 100mg tablets (Ashbourne Pharmaceuticals Ltd)
amp,921111000001105,0501030P0BCAAAA,Blemix 50mg tablets (Ashbourne Pharmaceuticals Ltd)
amp,4680811000001107,0801020G0BCAAAA,"Bleo-Kyowa 15,000unit powder for solution for injection vials (Kyowa Kirin Ltd)"
amp,35634211000001101,0801020G0AAAAAA,"Bleomycin 15,000unit powder for solution for injection vials (Accord Healthcare Ltd)"
amp,14791111000001100,0501040U0BDAAAK,Bramitob 300mg/4ml nebuliser solution 4ml ampoules (Chiesi Ltd)
amp,9217311000001101,,CMW 1 Gentamicin cement 20g sachets (Depuy International Ltd)
amp,9218111000001102,,CMW 1 Gentamicin cement 40g sachets (Depuy International Ltd)
amp,9216911000001103,,CMW 1 Original Gentamicin cement 40g sachets (Depuy International Ltd)
amp,9218511000001106,,CMW 2 Gentamicin cement 20g sachets (Depuy International Ltd)
amp,9218911000001104,,CMW 2 Gentamicin cement 40g sachets (Depuy International Ltd)
amp,9220111000001105,,CMW 2000 Gentamicin cement 20g sachets (Depuy International Ltd)
amp,9220511000001101,,CMW 2000 Gentamicin cement 40g sachets (Depuy International Ltd)
amp,9219311000001106,,CMW 3 Gentamicin cement 20g sachets (Depuy International Ltd)
amp,9219711000001105,,CMW 3 Gentamicin cement 40g sachets (Depuy International Ltd)
amp,4529711000001109,0501090C0BBAAAA,Capastat 1g powder for solution for injection vials (King Pharmaceuticals Ltd)
amp,13174711000001100,0501090C0AAAAAA,Capreomycin 1g powder for solution for injection vials (King Pharmaceuticals Ltd)
amp,3845811000001100,0501040H0BBAAAA,Cidomycin 80mg/2ml solution for injection ampoules (Sanofi)
amp,3997811000001108,0501040H0BBAFAM,Cidomycin 80mg/2ml solution for injection vials (Sanofi)
amp,4609011000001105,0501040H0BBADAH,Cidomycin Intrathecal 5mg/1ml solution for injection ampoules (Aventis Pharma)
amp,3983611000001102,0501040H0BBACAE,Cidomycin Paediatric 20mg/2ml solution for injection vials (Beacon Pharmaceuticals Ltd)
amp,14759911000001105,0501050A0BCAAAD,Clamelle 500mg tablets (Actavis UK Ltd)
amp,18149211000001106,0501050B0BEAAAE,Clarie XL 500mg tablets (Teva UK Ltd)
amp,9252611000001100,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
amp,36621611000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Accord Healthcare Ltd)
amp,9157411000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
amp,30761711000001102,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
amp,30031911000001106,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals)
amp,5286611000001101,,Clarithromycin 125mg/5ml oral suspension (Dowelhurst Ltd)
amp,9155811000001105,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Kent Pharma (UK) Ltd)
amp,38840411000001105,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Medihealth (Northern) Ltd)
amp,18101811000001104,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
amp,9042011000001104,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
amp,9547411000001109,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Sandoz Ltd)
amp,15080411000001108,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
amp,10833311000001107,,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
amp,21854311000001101,0501050B0AAABAB,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
amp,22390011000001103,,Clarithromycin 2% eye drops preservative free (Special Order)
amp,8927511000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
amp,20165611000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Accord Healthcare Ltd)
amp,14694011000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Actavis UK Ltd)
amp,9033411000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,17965211000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
amp,13765011000001103,0501050B0AAAAAA,Clarithromycin 250mg tablets (Apotex UK Ltd)
amp,19715011000001104,0501050B0AAAAAA,Clarithromycin 250mg tablets (DE Pharmaceuticals)
amp,5514211000001102,,Clarithromycin 250mg tablets (Dowelhurst Ltd)
amp,37402011000001108,0501050B0AAAAAA,Clarithromycin 250mg tablets (HEC Pharm GmbH)
amp,8825911000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Kent Pharma (UK) Ltd)
amp,38836811000001108,0501050B0AAAAAA,Clarithromycin 250mg tablets (Medihealth (Northern) Ltd)
amp,35140911000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Milpharm Ltd)
amp,8914911000001107,0501050B0AAAAAA,Clarithromycin 250mg tablets (Mylan)
amp,17859611000001109,0501050B0AAAAAA,Clarithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
amp,9038211000001105,0501050B0AAAAAA,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd)
amp,8993611000001100,0501050B0AAAAAA,Clarithromycin 250mg tablets (Sandoz Ltd)
amp,15080711000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
amp,17522411000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Somex Pharma)
amp,8818911000001106,0501050B0AAAAAA,Clarithromycin 250mg tablets (Teva UK Ltd)
amp,13745611000001101,0501050B0AAAAAA,Clarithromycin 250mg tablets (Tillomed Laboratories Ltd)
amp,36846911000001107,0501050B0AAAAAA,Clarithromycin 250mg tablets (Torrent Pharma (UK) Ltd)
amp,21854711000001102,0501050B0AAAAAA,Clarithromycin 250mg tablets (Waymade Healthcare Plc)
amp,20096711000001105,0501050B0AAAAAA,Clarithromycin 250mg tablets (Wockhardt UK Ltd)
amp,9253011000001103,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
amp,36621811000001103,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Accord Healthcare Ltd)
amp,9157711000001108,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
amp,30761911000001100,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
amp,30041111000001109,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals)
amp,13225711000001103,,Clarithromycin 250mg/5ml oral suspension (Dowelhurst Ltd)
amp,9156111000001109,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Kent Pharma (UK) Ltd)
amp,38840711000001104,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Medihealth (Northern) Ltd)
amp,18103211000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
amp,9042311000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)
amp,9547911000001101,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Sandoz Ltd)
amp,15080911000001100,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
amp,10833511000001101,,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
amp,21854511000001107,0501050B0AAAHAH,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
amp,36635611000001101,0501050B0AAACAC,Clarithromycin 500mg powder for concentrate for solution for infusion vials (Alliance Healthcare (Distribution) Ltd)
amp,17648711000001102,0501050B0AAACAC,Clarithromycin 500mg powder for concentrate for solution for infusion vials (Martindale Pharmaceuticals Ltd)
amp,17997711000001108,0501050B0AAACAC,Clarithromycin 500mg powder for concentrate for solution for infusion vials (Mercury Pharma Group Ltd)
amp,35555411000001108,0501050B0AAACAC,Clarithromycin 500mg powder for concentrate for solution for infusion vials (hameln pharma Ltd)
amp,13612911000001102,0501050B0AAACAC,Clarithromycin 500mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
amp,34751611000001103,0501050B0AAACAC,Clarithromycin 500mg powder for solution for infusion vials (Bowmed Ibisqus Ltd)
amp,13469711000001107,0501050B0AAACAC,Clarithromycin 500mg powder for solution for infusion vials (Teva UK Ltd)
amp,8928611000001100,0501050B0AAADAD,Clarithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
amp,20165811000001103,0501050B0AAADAD,Clarithromycin 500mg tablets (Accord Healthcare Ltd)
amp,14694411000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Actavis UK Ltd)
amp,9033811000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,17965511000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
amp,13765211000001108,0501050B0AAADAD,Clarithromycin 500mg tablets (Apotex UK Ltd)
amp,19715211000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (DE Pharmaceuticals)
amp,5459011000001106,,Clarithromycin 500mg tablets (Dowelhurst Ltd)
amp,37402811000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (HEC Pharm GmbH)
amp,8826111000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Kent Pharma (UK) Ltd)
amp,38837011000001104,0501050B0AAADAD,Clarithromycin 500mg tablets (Medihealth (Northern) Ltd)
amp,35141111000001106,0501050B0AAADAD,Clarithromycin 500mg tablets (Milpharm Ltd)
amp,8915511000001104,0501050B0AAADAD,Clarithromycin 500mg tablets (Mylan)
amp,17859811000001108,0501050B0AAADAD,Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
amp,9038811000001106,0501050B0AAADAD,Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd)
amp,8993811000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Sandoz Ltd)
amp,29789111000001103,0501050B0AAADAD,Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
amp,17522611000001104,0501050B0AAADAD,Clarithromycin 500mg tablets (Somex Pharma)
amp,8819111000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Teva UK Ltd)
amp,13745811000001102,0501050B0AAADAD,Clarithromycin 500mg tablets (Tillomed Laboratories Ltd)
amp,36847211000001101,0501050B0AAADAD,Clarithromycin 500mg tablets (Torrent Pharma (UK) Ltd)
amp,21854911000001100,0501050B0AAADAD,Clarithromycin 500mg tablets (Waymade Healthcare Plc)
amp,20097311000001109,0501050B0AAADAD,Clarithromycin 500mg tablets (Wockhardt UK Ltd)
amp,22390611000001105,,Clarithromycin 500mg/250ml infusion bags (Special Order)
amp,9739611000001100,0501050B0BDAAAK,Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd)
amp,9739911000001106,0501050B0BDABAL,Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)
amp,9740211000001105,0501050B0BDACAM,Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)
amp,36450611000001105,0501060D0AAATAT,Clindamycin 100mg/5ml oral suspension (Special Order)
amp,11967411000001101,0501060D0AAAJAJ,Clindamycin 120mg/5ml oral solution (Special Order)
amp,4919711000001105,0501060D0AAABAB,Clindamycin 150mg capsules (A A H Pharmaceuticals Ltd)
amp,33634011000001103,0501060D0AAABAB,Clindamycin 150mg capsules (Accord Healthcare Ltd)
amp,7845611000001105,0501060D0AAABAB,Clindamycin 150mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,37342311000001106,0501060D0AAABAB,Clindamycin 150mg capsules (Brown & Burk UK Ltd)
amp,30041711000001105,0501060D0AAABAB,Clindamycin 150mg capsules (DE Pharmaceuticals)
amp,13226511000001101,,Clindamycin 150mg capsules (Dowelhurst Ltd)
amp,35019811000001102,0501060D0AAABAB,Clindamycin 150mg capsules (Healthcare Pharma Ltd)
amp,13704611000001105,0501060D0AAABAB,Clindamycin 150mg capsules (Kent Pharma (UK) Ltd)
amp,37053311000001104,0501060D0AAABAB,Clindamycin 150mg capsules (Mawdsley-Brooks & Company Ltd)
amp,38841011000001105,0501060D0AAABAB,Clindamycin 150mg capsules (Medihealth (Northern) Ltd)
amp,38320011000001100,0501060D0AAABAB,Clindamycin 150mg capsules (Morningside Healthcare Ltd)
amp,35638511000001105,0501060D0AAABAB,Clindamycin 150mg capsules (Mylan)
amp,17860011000001101,0501060D0AAABAB,Clindamycin 150mg capsules (Phoenix Healthcare Distribution Ltd)
amp,28693411000001100,0501060D0AAABAB,Clindamycin 150mg capsules (Rivopharm (UK) Ltd)
amp,4329711000001107,0501060D0AAABAB,Clindamycin 150mg capsules (Sandoz Ltd)
amp,15081111000001109,0501060D0AAABAB,Clindamycin 150mg capsules (Sigma Pharmaceuticals Plc)
amp,33933711000001104,0501060D0AAABAB,Clindamycin 150mg capsules (Somex Pharma)
amp,33041711000001109,0501060D0AAABAB,Clindamycin 150mg capsules (Teva UK Ltd)
amp,21858111000001109,0501060D0AAABAB,Clindamycin 150mg capsules (Waymade Healthcare Plc)
amp,19213211000001104,0501060D0AAABAB,Clindamycin 150mg capsules (Zentiva Pharma UK Ltd)
amp,11967711000001107,0501060D0AAAHAH,Clindamycin 150mg/5ml oral solution (Special Order)
amp,34355711000001108,0501060D0AAAQAQ,Clindamycin 150mg/5ml oral suspension (Special Order)
amp,22192811000001102,1306010AAAAAAAA,Clindamycin 2% / Hydrocortisone 1% in Aqueous cream (Special Order)
amp,34810711000001108,0501060D0AAARAR,Clindamycin 200mg/5ml oral suspension (Special Order)
amp,11968011000001106,0501060D0AAAFAF,Clindamycin 20mg/5ml oral solution (Special Order)
amp,21732111000001107,0501060D0AAAMAM,Clindamycin 300mg capsules (A A H Pharmaceuticals Ltd)
amp,33634311000001100,0501060D0AAAMAM,Clindamycin 300mg capsules (Accord Healthcare Ltd)
amp,22164711000001102,0501060D0AAAMAM,Clindamycin 300mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,37343211000001109,0501060D0AAAMAM,Clindamycin 300mg capsules (Brown & Burk UK Ltd)
amp,21669011000001101,0501060D0AAAMAM,Clindamycin 300mg capsules (Creo Pharma Ltd)
amp,30042211000001105,0501060D0AAAMAM,Clindamycin 300mg capsules (DE Pharmaceuticals)
amp,37053511000001105,0501060D0AAAMAM,Clindamycin 300mg capsules (Mawdsley-Brooks & Company Ltd)
amp,38841311000001108,0501060D0AAAMAM,Clindamycin 300mg capsules (Medihealth (Northern) Ltd)
amp,38322611000001108,0501060D0AAAMAM,Clindamycin 300mg capsules (Morningside Healthcare Ltd)
amp,35774311000001103,0501060D0AAAMAM,Clindamycin 300mg capsules (Mylan)
amp,28693811000001103,0501060D0AAAMAM,Clindamycin 300mg capsules (Rivopharm (UK) Ltd)
amp,29789311000001101,0501060D0AAAMAM,Clindamycin 300mg capsules (Sigma Pharmaceuticals Plc)
amp,33041911000001106,0501060D0AAAMAM,Clindamycin 300mg capsules (Teva UK Ltd)
amp,18275411000001109,0501060E0AAAAAA,Clindamycin 300mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
amp,17664411000001105,0501060E0AAAAAA,Clindamycin 300mg/2ml solution for injection ampoules (Advanz Pharma)
amp,18031711000001109,0501060E0AAAAAA,Clindamycin 300mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
amp,34751811000001104,0501060E0AAAAAA,Clindamycin 300mg/2ml solution for injection ampoules (Bowmed Ibisqus Ltd)
amp,37994811000001107,,Clindamycin 300mg/50ml infusion bags (Bowmed Ibisqus Ltd)
amp,11969011000001101,0501060D0AAAGAG,Clindamycin 300mg/5ml oral solution (Special Order)
amp,11969511000001109,0501060D0AAAIAI,Clindamycin 400mg/5ml oral solution (Special Order)
amp,32705111000001105,0501060D0AAAPAP,Clindamycin 450mg/5ml oral solution (Special Order)
amp,36450311000001100,0501060D0AAASAS,Clindamycin 50mg/5ml oral suspension (Special Order)
amp,18275611000001107,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
amp,17664611000001108,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules (Advanz Pharma)
amp,18031911000001106,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
amp,34752011000001102,0501060E0AAABAB,Clindamycin 600mg/4ml solution for injection ampoules (Bowmed Ibisqus Ltd)
amp,37995111000001101,,Clindamycin 600mg/50ml infusion bags (Bowmed Ibisqus Ltd)
amp,18513011000001103,0501060D0AAALAL,Clindamycin 60mg/5ml oral solution (Special Order)
amp,36646511000001108,0501060D0AAAAAA,Clindamycin 75mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,37334911000001104,0501060D0AAAAAA,Clindamycin 75mg capsules (Brown & Burk UK Ltd)
amp,8351711000001105,0501060D0AAAEAE,Clindamycin 75mg/5ml oral solution (Special Order)
